step,time_s,ax,ay,az,gx,gy,gz,mx,my,mz,ml_speed,gnss_valid,ref_pos_e,ref_pos_n,ref_pos_u,ref_vel_e,ref_vel_n,ref_vel_u,ref_heading,nav_state
958,95.80000000000001,-1.0294982947475448,-0.5640051777452204,10.619701496774214,0.19273639359237282,0.11595817082202896,0.0029724072088294427,-6.06,-37.19,-0.44,9.757820350717493,0,-1505.8469225746885,630.970896020878,65.53056250648135,-4.08804544455982,7.6427427482896375,3.1164266158633143,326.0617175596294,DEAD_RECKONING
959,95.9,0.4823873140174397,1.2209891300389024,9.904424461502137,-0.2604871849881776,-0.11071674101597669,-0.0003157779854756864,-6.56,-36.75,-0.69,10.031972491597712,0,-1506.917489137848,629.9116523652064,64.74428021571347,-4.166109402027277,7.750152289396601,3.0058640199757694,325.9241415175469,DEAD_RECKONING
960,96.0,4.503194725176805,-2.959734904049929,9.49735437766162,0.26838030070531477,0.12320926523047013,0.08323143129066395,-6.37,-37.44,-0.69,9.826845609229503,0,-1507.9532193718233,629.4366205488328,64.37505029092578,-4.018167848986665,8.285840736563113,2.9682805533021464,324.9573438373431,DEAD_RECKONING
961,96.10000000000001,-2.0164085599291193,0.2581930305041672,9.75998585493051,0.1982340499506859,0.42476393084390224,-0.07311391450459748,-6.75,-37.0,-0.75,9.425652579000179,0,-1509.620075273631,628.4677589150315,63.83665531328714,-3.829064329789321,8.071253798401209,2.9563738988865946,324.301365597504,DEAD_RECKONING
962,96.2,2.9691004591232235,1.0744964463115239,8.30863710487455,-0.2656092985074061,-0.12516529386550776,-0.08036690710712172,-7.37,-36.62,-0.69,9.83136229209674,0,-1510.9505583753942,627.7527497731288,63.342391324344604,-4.069537313238278,8.300428693434384,2.902899071816869,324.6359966369734,DEAD_RECKONING
963,96.30000000000001,-3.533308968158122,-0.02826434259269752,11.467590757978382,-0.40820749780188237,-0.3591182462062216,-0.1436963603578524,-6.31,-36.5,-0.75,10.302382466901781,0,-1510.5564502485047,628.032128030199,63.07083914307567,-3.742838542305771,8.490319343455695,3.0682535619057636,325.7546587006134,DEAD_RECKONING
964,96.4,2.569341892335634,0.2778407401526241,8.377252512214287,-0.31055276270787235,-0.3645222567443859,0.12455346607978417,-6.5,-36.44,-0.81,10.407463245713467,0,-1511.2719319066302,628.0642885176652,62.88947839141466,-3.9155700582374022,8.82572750465602,3.010992637970873,325.1434742364925,DEAD_RECKONING
965,96.5,-3.478758617985926,2.174236712939964,10.093441421234518,0.051822700954234115,-0.1334917135608342,0.056995702262540957,-6.56,-36.5,-1.19,9.22382888127262,0,-1514.9349783121215,625.8630053088184,62.005757183627516,-4.194041583334014,7.815342650077491,3.0934698635691324,324.14233174008496,DEAD_RECKONING
966,96.60000000000001,2.852733633658463,0.7759129606049824,9.709897706616635,-0.5484805921473003,-0.5339009541244201,0.032108429154672505,-6.75,-36.56,-0.31,10.74106356262302,0,-1517.718534295046,623.8381111187534,61.04172580941213,-4.663988203939159,8.212617213044304,2.9443212960060583,323.42819706308586,DEAD_RECKONING
967,96.7,4.717322433836256,-5.274830890694036,9.844081283177479,0.10885117059925506,0.34987839290727946,-0.01868536421350314,-6.75,-36.5,-0.44,10.412980515817683,0,-1522.1166308099419,617.9372608778203,58.38427723469609,-4.965089235016497,8.403353874158464,2.8045944098342828,320.564743173654,DEAD_RECKONING
968,96.80000000000001,1.2728231256502818,-1.9942827959251328,10.29203741251881,-0.04267721597641297,-0.11224865246523673,0.024044859247687556,-7.37,-36.0,0.19,10.891581686475462,0,-1522.3202175117156,618.3246225967648,57.9716928077053,-5.28459514371736,8.403687013005346,2.8315279553523207,320.40752125611647,DEAD_RECKONING
969,96.9,4.880939389025701,0.08250036153294923,8.153409710728656,0.3406056327632727,0.36251432554652296,0.016602912499923902,-6.44,-35.75,0.0,10.848768086871067,0,-1522.5240066694091,619.205956803958,57.84173660715259,-5.813216572661641,8.488154936530757,2.5847802328884115,320.76334435718144,DEAD_RECKONING
970,97.0,-2.1342750002248905,-3.1343419546311613,11.123141596907502,0.45283905090623916,0.3210733833592332,0.002887295030200915,-6.87,-35.62,-0.56,10.548077512179326,0,-1523.1079011051447,619.7669050266217,57.72859705038902,-5.598681266913836,8.269779466689497,2.452187389978156,321.2603606687003,DEAD_RECKONING
971,97.10000000000001,3.9300955719920103,-1.1886658802705765,9.512823172964447,0.22156618459867,0.13375973940409142,0.019747606359699563,-6.44,-35.19,-0.75,11.294535438877269,0,-1523.9880764129716,619.9608776386705,57.55881766407034,-5.950349155755552,8.68858289667872,2.2588978636938544,321.43310157991476,DEAD_RECKONING
972,97.2,1.8429414687141012,0.7714414043349912,11.380168058626005,0.14624281822998458,0.19179363312583625,-0.09461094232985846,-6.94,-36.87,-0.69,11.01414269834469,0,-1524.6984728549849,620.6024697685475,57.67632559215038,-6.147594493190714,8.664411131724433,2.3904300319906016,321.9903908788056,DEAD_RECKONING
973,97.30000000000001,1.8054882507130106,0.12382614805901883,10.529614570419666,0.027134287917921957,0.17557232622450433,-0.10896911802572117,-6.62,-36.0,-0.31,10.253204937655914,0,-1525.3959142939761,621.4240131119236,57.92196856665901,-6.133823447717498,8.422254008926908,2.413719052922533,322.5762664453531,DEAD_RECKONING
974,97.4,1.1189213331956738,-2.2494201936216727,8.399397133285618,0.002916776800766822,0.1358280134135996,-0.05671060910631718,-6.94,-36.06,-0.37,10.050878229751675,0,-1526.3976063021878,621.7515110389564,57.988462708634785,-5.991267782719545,8.265729459935727,2.236047782621229,322.7863055112326,DEAD_RECKONING
975,97.5,-1.7204991893631996,1.354407243814812,10.912523122417774,-0.3112626822688498,-0.29768288982930907,-0.050639013908966156,-6.56,-36.19,0.06,10.621257113411046,0,-1527.265084527976,622.274193931532,58.12365742372671,-5.961303563180681,8.181927258136763,2.0322695160166178,322.82341486417533,DEAD_RECKONING
976,97.60000000000001,2.268755363046884,0.11572130957279135,10.936974551545632,-0.03631164440057139,-0.12611504151301461,0.17472535816273796,-6.87,-35.56,-0.25,11.375098412072495,0,-1527.9763677467135,623.2549596406217,58.441605040652334,-6.248383806093895,8.587739849514689,2.159881137559424,321.66341140870327,DEAD_RECKONING
977,97.7,1.168169673456332,-1.6969363635912456,9.389647782634803,-0.01998784373587578,-0.08670466968637092,-0.0031490248280259896,-7.12,-35.25,-0.12,11.43905046483325,0,-1531.9697626453162,618.873054154786,56.837968611234565,-6.681851563677877,8.470279476520265,1.831614522208225,319.01416790395746,DEAD_RECKONING
978,97.80000000000001,2.0173764761178723,0.6616702670385928,9.82961201784299,-0.11328066445613967,-0.06620993261384304,-0.14082881766046984,-6.87,-35.31,-0.44,11.70840387299847,0,-1533.1154989393056,619.2345246741722,56.92016854900165,-6.994341181910639,8.583403499491789,1.818175122271181,319.6627157334373,DEAD_RECKONING
979,97.9,-2.0375207499676034,0.932018600821,11.468065005970935,0.06700515058338619,-0.07705039358790447,0.035833457037338035,-7.19,-34.81,-1.06,10.853226836594898,0,-1533.9110269589767,619.9223224735483,57.06215499331057,-6.909607053551047,8.095929625327537,1.8011927114198296,319.2752251202112,DEAD_RECKONING
980,98.0,-5.124468048560106,1.1315930052589747,10.997051701694211,0.40301007018079904,0.34628148369917117,-0.11725343227372106,-7.25,-34.81,-1.12,10.861561938847004,0,-1534.7497875323681,620.5890210051292,57.20119064653992,-6.757377374237812,7.603866690654078,1.8379655637761516,320.1121693581673,DEAD_RECKONING
981,98.10000000000001,2.9766844621349833,-0.7163190745391667,8.520629824510364,0.33589764425995816,0.025336416191516185,0.17852027502550194,-7.69,-35.62,-1.5,10.716534119230543,0,-1535.4791191987024,621.3274513861562,57.36626266327377,-6.883036314057707,7.755877527169058,1.7210150065635292,319.0147630914029,DEAD_RECKONING
982,98.2,4.613759929012313,1.1183670413285018,8.179923628513315,-0.27532190075745117,-0.17026890606257772,-0.09682350226859852,-7.69,-36.94,-0.62,12.618400759709393,0,-1536.362242126256,622.1663503461866,57.55375568885154,-7.471442353215606,8.439232802121973,1.67931520843992,319.4063753255319,DEAD_RECKONING
983,98.30000000000001,4.391208093465378,-0.21085179636118723,11.394995635797999,0.297377355299252,0.6079198476436194,-0.3327479938274322,-7.75,-35.87,0.38,12.146696309289222,0,-1537.0204774427086,623.1664247614335,57.72949820092125,-7.737087389519125,8.702530498329569,1.8563127636353527,321.5130571285055,DEAD_RECKONING
984,98.4,-1.3111622898517445,-1.5873679375256684,9.203645966169399,0.3218249949151998,0.40989378505250296,0.15564407352406356,-7.75,-34.87,0.75,12.14541670477332,0,-1537.5800712228472,624.2850216627872,57.89829942686895,-7.5659721755456015,8.754065640179187,1.7763529603704626,320.6455659926279,DEAD_RECKONING
985,98.5,5.732752466590031,-0.9345281166022729,8.416974343318728,0.19247499163341145,0.14131143598665655,0.12762000491736106,-7.94,-34.25,0.5,12.417773291126608,0,-1538.2709464913721,625.293903880121,58.065155631135305,-7.8428933420348645,9.243733792716581,1.627286544229263,319.8540873675107,DEAD_RECKONING
986,98.60000000000001,-0.0731600210871713,2.7715485789871406,10.262690443330584,0.3129261750510626,0.3871380620384701,-0.05856329813978524,-8.06,-34.81,-0.12,12.168134251876388,0,-1538.5588098066887,626.7727513699118,58.29695129032281,-7.881767786169605,9.078552318966855,1.6402283239672335,320.03127471185746,DEAD_RECKONING
987,98.7,-1.1796260951747244,-0.13034718232711912,9.736068503643665,-0.1592386942067502,-0.13060713606034344,-0.0959672562775661,-7.12,-34.81,0.06,11.756930676492876,0,-1539.2013497157259,627.8305833575125,58.48824184986109,-7.65877643296281,8.925334735320975,1.6000178656177078,320.5132679264684,DEAD_RECKONING
988,98.80000000000001,2.749620562885056,-0.7948692375536213,8.90968159169286,0.05864550668852158,0.1614925770298681,-0.12564136305173823,-7.69,-34.37,-1.06,12.1804907606486,0,-1539.825049152967,628.9485528853874,58.676430623970674,-7.699658402168138,9.209900397059092,1.4845967618534461,321.14356753561964,DEAD_RECKONING
989,98.9,-1.693693236430372,1.484767223450592,11.464083659980716,-0.5914449329457031,-0.610901170918979,-0.1232752637907251,-7.62,-34.69,-0.19,12.516330198525582,0,-1540.4845963845767,630.2548746583617,58.969476089436284,-7.688638178833056,9.244409929760527,1.6630022456057494,321.7355130093325,DEAD_RECKONING
990,99.0,9.06509020193506,-0.543159419261033,9.700968806054837,-0.6162306279518942,-0.530762531092219,0.15434665128403427,-7.87,-35.06,-0.5,12.17460926768443,0,-1541.1985966902678,631.0135420864902,59.01869306712087,-8.036651427006293,9.525472943991828,1.662081301728387,320.5537142962318,DEAD_RECKONING
991,99.10000000000001,4.956830290838637,1.5148619967379728,9.40207311493926,-0.03910185904003827,-0.3215637482001135,0.012994632088172657,-8.06,-35.25,-0.19,11.842366184673907,0,-1541.980315723518,631.6925162756598,58.9475686966831,-8.143529075177373,9.243586713747916,1.7558635442315544,319.6979677547069,DEAD_RECKONING
992,99.2,4.70918060984506,0.7442404594754056,10.293596402246358,-0.29842073262422164,-0.31448951070497266,0.10928656823493772,-7.31,-35.31,-0.31,11.791552594781452,0,-1542.3016591178687,632.9714092937334,59.15651669363255,-8.232374587667607,9.033857975750708,1.7982342223299632,318.80551112819956,DEAD_RECKONING
993,99.30000000000001,3.946579567938832,-0.5979893332646515,8.794907450407278,-0.45390722331683125,-0.47665647226176877,-0.046627567723074886,-7.69,-35.69,-0.44,11.18869967259956,0,-1542.2125278305439,634.8468403410565,59.55928266950602,-8.049199323975401,8.646806469439031,2.0760368672880936,318.8991971309993,DEAD_RECKONING
994,99.4,-1.683813421429759,0.8560901868871983,9.5675532323436,0.09587827294058253,0.03771277194207686,-0.03916240046748999,-7.69,-35.69,-0.31,11.29251605036092,0,-1543.074392070841,635.6498878248134,59.76079507871313,-7.7558931353214655,8.116018509354534,2.0842725739670382,318.87171387004184,DEAD_RECKONING
995,99.5,2.912106423626468,-0.7287875356361339,9.340600985235097,0.304675746401588,0.38948137159712026,-0.07101718618377643,-8.31,-35.56,-0.19,11.464373624216908,0,-1543.5812645080914,636.8060253324921,60.06504777079408,-7.6956388123808965,8.146115602319835,2.03852295179343,319.62244727634476,DEAD_RECKONING
996,99.60000000000001,-1.3818896393209863,-0.12599893782092664,9.855860830105371,0.24624200907745086,0.1532920606843886,0.00945235931576477,-7.87,-36.44,-0.19,11.464373624216908,0,-1543.7512450856655,638.2968429338404,60.37779694314132,-7.368165009468605,8.028482969129422,2.026471221369185,319.7546979358076,DEAD_RECKONING
997,99.7,3.192735377143838,0.667485381226522,10.271403516432555,0.22544732194232198,0.24432456837439087,-0.010888081451873092,-8.19,-36.25,0.44,11.464373624216908,0,-1543.9460790105572,639.6758128483569,60.628994580843084,-7.404913603588518,8.149042760796766,2.0618733343544178,319.92046352413666,DEAD_RECKONING
998,99.80000000000001,-1.6068201944678686,1.9072504918961382,9.334946103958618,0.2434761264894218,0.31964535808481404,-0.07233920710470942,-8.37,-35.06,0.06,11.279365390933426,0,-1544.3256261844144,640.8202873274802,60.79916308866438,-7.323737344365443,7.860564640417,1.9476167320932203,320.3447647974128,DEAD_RECKONING
999,99.9,3.082803437636046,-0.8772214582740948,8.950660900070053,0.012584084137879151,0.006522439193392112,0.06350707530172744,-8.06,-35.25,0.38,11.121313678870715,0,-1544.8177050473103,641.8588166731998,60.987443593131765,-7.279421303767793,8.040343508033084,1.8641230688502164,319.9189940186477,DEAD_RECKONING
1000,100.0,4.672203125206217,-0.025646750358355442,9.960146001490608,0.3781177361296642,0.3608865863355639,-0.062073339101752376,-8.5,-34.87,0.06,7.7808364004493145,0,-1545.4912695131477,642.7697724761554,61.275536811467404,-7.142188405643713,7.859094060634362,1.8418627834703472,320.2519094914478,DEAD_RECKONING
1001,100.10000000000001,3.49032892851104,0.5856529335939482,9.492709097100352,-0.20676435947126917,-0.21819565895066254,-0.02559324261444658,-7.87,-33.44,0.5,8.0282016190518,0,-1545.7116506587074,644.1257015238206,61.64089049493815,-6.780637534509197,7.461325035941589,1.7036379082137922,320.6081985808216,DEAD_RECKONING
1002,100.2,2.8791263621435323,0.6092116091340801,9.138365814854778,0.07061025684062412,0.035927666032693546,-0.03176640430304211,-7.5,-33.19,0.5,9.103106685922132,0,-1545.7629468774408,645.4927342177597,61.92324134597927,-6.479072284403078,7.166734178370958,1.5740458717045407,320.96902022889964,DEAD_RECKONING
1003,100.30000000000001,-0.9361376755628755,-0.0037684114368350106,10.59489342426185,-0.19263882779528793,-0.20677549287152405,0.06179868585492493,-7.06,-32.81,-0.56,8.982541273253624,0,-1546.1213579479288,646.4532022964095,62.108535457023194,-6.092773959444492,6.803794244756149,1.5514911719860647,320.6660282339434,DEAD_RECKONING
1004,100.4,0.49598501212944074,1.4129127469299956,10.899004592957363,0.04577223131407418,0.0965590209548307,0.007790912191486279,-7.19,-34.62,-1.75,8.738620445903168,0,-1546.145343158796,647.7480300811981,62.328604745710386,-5.85362516287185,6.566006951694083,1.5773502177501122,320.7685362062154,DEAD_RECKONING
1005,100.5,-0.3645864675938539,1.0285194551432228,10.124139839909331,-0.14465083950321658,-0.2798200506497543,0.08991781739668503,-7.56,-35.37,-0.94,9.577916016279069,0,-1546.651696381687,648.5748279306466,62.5141630393086,-5.847282128339445,6.593024273635722,1.6104811764094544,320.2136494376165,DEAD_RECKONING
1006,100.60000000000001,3.142310474343981,-0.2578316010897218,9.838319723830265,-0.12253749450423407,-0.17255413425820443,0.26663794401965063,-7.94,-35.81,-0.44,11.668127783671778,0,-1547.2533422493316,649.4021825461923,62.73771379556706,-6.0773215717518925,7.129565513442752,1.7073404685707685,318.57016803877184,DEAD_RECKONING
1007,100.7,0.9049208241268595,5.624842039579427,9.705561106491551,-0.005348777386447518,-0.04807184145606818,-0.15623133053102017,-8.37,-35.56,-0.62,11.535503620161826,0,-1547.797537046298,650.3831093240576,62.987843628746944,-6.650638803404064,7.237619387438267,1.7912233340291273,319.4067601176536,DEAD_RECKONING
1008,100.80000000000001,-0.12644182338077323,-1.6842357090218463,8.043858532554871,-0.17442759301913904,-0.09189162265758856,-0.1619059124272642,-8.19,-34.81,-0.44,11.527952406771684,0,-1548.329367241768,651.4459774873753,63.25459213343395,-6.601304760455617,7.736974734175885,1.7049876983956183,320.2707753391451,DEAD_RECKONING
1009,100.9,0.9407054313996025,2.730168097909049,9.419358480198902,0.027475009375715814,-0.0961925476669314,0.01924623685683663,-8.31,-35.5,-1.06,11.519383054433964,0,-1548.865483317306,652.46868129327,63.43979826321154,-6.7578973247509895,7.8327046884565155,1.99863016325846,319.9923677038765,DEAD_RECKONING
1010,101.0,6.321649391232438,-0.9407932579699269,10.105324736498519,0.512155821163076,0.3380360256258486,1.5094892248967396e-05,-8.62,-35.62,-1.12,11.42465200614035,0,-1548.311750529385,654.5711481859412,64.027736712559,-6.824913465381286,8.335847936220343,2.195954257029737,320.7081497702413,DEAD_RECKONING
1011,101.10000000000001,-1.1199265611569746,3.081892712447206,10.550830581834775,0.24893038990255728,0.43881414653483675,-0.06282496147124643,-7.69,-36.62,-0.37,11.3456853863139,0,-1548.7164829747496,655.6285878952255,64.21387011633016,-6.828299940777307,8.054380966000673,2.220629143886858,320.8419035752964,DEAD_RECKONING
1012,101.2,7.631914389753278,-0.2998417715561195,10.619449308674483,0.03211506202015591,-0.03110771167346519,-0.11187494386985004,-7.25,-36.44,0.0,11.55821218318232,0,-1549.3408373789555,656.5240519170586,64.43174024489984,-7.075059770411326,8.559774622231881,2.372234644676968,321.4263574281969,DEAD_RECKONING
1013,101.30000000000001,-2.7530771846092916,0.5088325028716105,8.663806721620999,-0.720939364953649,-0.7690010500770228,0.10540895142569824,-6.87,-36.87,0.06,11.313384695176321,0,-1550.1001322705001,657.357130323142,64.66513264203068,-6.809527740466687,8.31806809822786,2.177498620389346,320.86989839170224,DEAD_RECKONING
1014,101.4,8.421252418915387,-0.6468807596199807,10.137416159936674,-0.39687689513591623,-0.6455065706387318,0.0859749810671614,-7.12,-37.25,0.75,12.751332055780361,0,-1551.110520264015,658.0974648642308,64.94442116212545,-7.253192442992254,9.126498677575627,2.3676958705242828,320.1698502003126,DEAD_RECKONING
1015,101.5,1.7345798270580177,-0.2923599152729799,9.853539126298985,-0.29574416498671335,-0.5387674349233867,-0.040536155989263925,-6.25,-36.87,0.13,13.109794254332517,0,-1552.1692007864167,658.8826902153867,65.26515675197342,-7.351047804610486,9.353693995027616,2.364241722594664,320.1214090384667,DEAD_RECKONING
1016,101.60000000000001,-6.782134855061819,1.6561270347720736,9.145819973761384,-0.8391952733969261,-0.7048181381284516,0.06270761734750772,-7.31,-36.75,-0.69,14.680018402167944,0,-1553.3199390985706,659.5553665224712,65.55163351077553,-7.031307310529878,8.757134332618259,2.0932178186076227,319.0768635058951,DEAD_RECKONING
1017,101.7,-2.112905990440345,2.039296831684636,9.493709390846252,0.28765006700883566,0.16885466087065681,-0.07053681628814705,-8.56,-36.31,-0.12,12.805548881170209,0,-1554.1849556925295,660.3542359064096,65.79700454256728,-7.110775699169491,8.485942181889426,2.087797463955862,319.5799277005034,DEAD_RECKONING
1018,101.80000000000001,-0.38333611737118284,0.8345257716660627,9.733016635018352,-0.3616617559623162,-0.1818027117095419,0.07219146964365841,-7.19,-36.06,-1.31,12.776017942621788,0,-1554.939802542418,661.1948255608913,66.04162188750098,-7.149690094012269,8.359906997109775,2.207709460754434,318.8436940154461,DEAD_RECKONING
1019,101.9,4.332774302877884,0.44292704035531066,9.833301816645472,0.1559015352817866,0.3682232652051988,-0.1767442736226656,-7.44,-34.81,-1.25,12.522640909001158,0,-1555.3424247992239,662.2946534492557,66.26616318284101,-7.438368346844025,8.465170386766312,2.3864415429428574,320.2167231621158,DEAD_RECKONING
1020,102.0,3.3129158774919794,-0.24902999993109248,9.76818878747723,0.2544993212606433,0.17714313210045118,0.03185131437655243,-8.0,-36.0,-1.19,12.502868345439033,0,-1555.9069412308663,663.1071542666709,66.36148487608124,-7.475329681275324,8.604190672376077,2.490019858556467,319.9492903526215,DEAD_RECKONING
1021,102.10000000000001,4.406127892911795,-1.3581501409595182,8.77957306228021,0.294128777257713,0.31799468508434686,0.08910562634867507,-8.31,-37.06,0.0,12.325643728822676,0,-1556.3754126810695,664.1729067221379,66.57454429202106,-7.524692631672435,8.775012173895043,2.4679683012322835,319.4986298232009,DEAD_RECKONING
1022,102.2,-0.07350058132386712,0.9029573046686563,10.06181437815718,0.3290840450924855,0.23791240088369783,-0.11141436519283134,-8.37,-37.12,-0.75,11.403287533805377,0,-1557.046734111206,665.0620100034411,66.78751389486017,-7.367471416743062,8.352663198679737,2.349688047521989,320.17475249685754,DEAD_RECKONING
1023,102.30000000000001,4.272038039294905,0.09402787091732809,10.346026953391728,0.12125090830757762,0.22588842069270618,-0.036600254528382524,-8.5,-36.62,-0.56,11.474641109561208,0,-1557.6097059833728,665.9651832509771,66.92525620964021,-7.225920700083651,8.21645801081625,2.922566925569145,320.3144549860637,DEAD_RECKONING
1024,102.4,-0.5907359566465545,0.39547108588239405,8.985479525865934,0.322405606982445,0.28921310202718337,-0.05273041060048012,-8.75,-37.25,-1.12,11.352101510833554,0,-1558.0023648344882,666.943708476755,67.12597035760508,-7.0057805126383474,7.982556895419998,2.7381290122425717,320.5388801280679,DEAD_RECKONING
1025,102.5,-0.015549087754881518,1.0426519103077594,9.977410459122225,0.14128453383432144,0.193693634680366,0.030944246371941136,-9.0,-37.62,-0.87,11.188970969171727,0,-1558.3750642822397,667.9256494152608,67.31245262333073,-6.811917992498653,7.787726648730858,2.826630926144749,320.2299558040819,DEAD_RECKONING
1026,102.60000000000001,-0.9148868625575566,1.3485547851561897,9.548425333538088,0.2721564572282674,0.25075481243388204,-0.032728837898814846,-9.0,-37.94,-0.31,11.444615761179525,0,-1558.5781843443976,669.0119643490922,67.48964789310821,-6.701286383216874,7.6861169560535085,2.8105739334769346,320.25636343448684,DEAD_RECKONING
1027,102.7,0.25702525292863415,0.4671525814558741,10.22852816318145,-0.19071222650796513,-0.22989668445839598,0.021099315993920335,-8.12,-38.0,-0.37,11.535131032736938,0,-1559.0489194714291,669.9399067326191,67.7512940092058,-6.61512590210898,7.781631207633736,2.9664644780131395,320.08394902477255,DEAD_RECKONING
1028,102.80000000000001,4.144805031566999,0.011880983618079724,9.396225679097174,0.09430729296773278,0.06616873930705103,0.01412878025923468,-8.25,-37.31,-0.87,11.359151969463419,0,-1559.650545487021,670.8018465395736,68.0604086804651,-6.698354609544507,7.9958592833376505,3.0372635044257112,319.91897489031254,DEAD_RECKONING
1029,102.9,1.0127885258236948,-0.26873260801245685,9.845957054413283,-0.2978117331244706,-0.2518038765831124,0.05593996202283116,-7.25,-38.0,-0.69,8.754198015005755,0,-1560.2253183036,671.550136066477,68.30276836547309,-6.22715010751031,7.278359828485729,2.788647796323292,319.5356903330046,DEAD_RECKONING
1030,103.0,3.7825911684859252,0.0662907535644472,9.446315142323177,-0.012516821966765065,-0.07067849359543188,0.026519232849628226,-8.06,-37.44,-0.37,8.808976281626412,0,-1560.657493619144,672.3922144452079,68.55554442198377,-6.008508666375178,6.900340546124332,2.7633954875815885,319.3264791725426,DEAD_RECKONING
1031,103.10000000000001,-1.3740519521325576,1.7888570570731621,9.756669804918083,-0.33751940401674296,-0.276582413747678,-0.055156144876984316,-7.12,-37.75,-0.19,8.784179917005789,0,-1561.132554049296,673.1759601362473,68.82662029567676,-5.721452701009381,6.359499936276851,2.5733803722686552,319.65952693012383,DEAD_RECKONING
1032,103.2,2.6742417067922832,0.3206375234511904,10.113922827578218,-0.11794656533547834,-0.1691748195859554,0.01945502874896819,-8.06,-37.12,-0.5,9.53769296108963,0,-1561.8089216191586,673.8165712576574,69.12299849711508,-5.681516576175192,6.368941580157666,2.790386631800357,319.5430066216172,DEAD_RECKONING
1033,103.30000000000001,-2.3988699751721407,1.4931093283474661,9.316318126589463,-0.18579847718411602,-0.23184165942434937,0.0453649736187239,-7.69,-36.56,-0.06,8.686220545314262,0,-1562.398861286913,674.4646585115681,69.42041228217607,-5.394518040385583,5.845638191241091,2.7122552454547058,319.2239688655485,DEAD_RECKONING
1034,103.4,0.876251303526646,-0.177748626959302,9.920144668737544,-0.41494289172474574,-0.3742968566590453,0.017176428681889462,-8.19,-35.87,-0.12,9.839866362815597,0,-1563.2213731080244,674.9443524269046,69.78896461922777,-5.380690878544318,5.934863457734957,2.998377687482275,318.92802107552376,DEAD_RECKONING
1035,103.5,-3.2712486789282704,1.07039805930497,9.709084215066126,-0.016829953580391122,0.04685782570196321,-0.03739501080313142,-8.75,-36.19,-0.75,9.643015977751942,0,-1563.8437967263792,675.5173410539396,70.14345911014208,-5.215976464572043,5.622306309226996,3.047331310685054,319.1441092529179,DEAD_RECKONING
1036,103.60000000000001,1.7277591908850227,-0.5152673922081101,9.91157898888161,-0.3279641267481736,-0.32817113774496154,0.10558373888760245,-8.31,-36.5,-0.87,9.161585354288087,0,-1564.3517036989167,676.1631759183238,70.50380712779162,-5.199522109474823,5.62925939224368,3.1558267145837053,318.1532872423146,DEAD_RECKONING
1037,103.7,4.555857529577111,0.09642484580015946,10.14675620429051,0.18112606469216802,0.2436405668185666,-0.020356888010109757,-8.81,-37.19,-0.81,9.606946511027164,0,-1564.825394377281,676.806255442514,70.85376453575483,-5.388147333723921,5.7977585824806,3.427353726684502,318.3882646399664,DEAD_RECKONING
1038,103.80000000000001,2.1938310264936973,-0.5409206230379541,9.854772160063662,-0.11503231163193638,-0.0812609594258726,-0.013263625213332852,-8.25,-36.31,-0.31,8.70479586311264,0,-1565.3771031735696,677.3677391095472,71.20216539036419,-5.246326691577381,5.65073386880744,3.4372500205470584,318.3469023089962,DEAD_RECKONING
1039,103.9,2.887724396593336,0.5171803307467151,9.938913781938567,0.2060792765373113,0.23121267199153667,-0.0048899992221316585,-8.0,-37.19,-0.44,9.525373622582395,0,-1565.8178495491675,678.057409495725,71.56178815371727,-5.383632147972738,5.727275885164711,3.528904466117129,318.4399466712841,DEAD_RECKONING
1040,104.0,-0.24966135737157397,0.4960651890373832,10.348039669176993,0.009065202530017899,0.0161384214027565,-0.051943175275649144,-7.75,-37.25,-0.31,8.853684653054223,0,-1566.8364095705067,678.2768961577832,71.82919141247515,-5.279548069697013,5.440493885017093,3.466211101070009,318.30293787530536,DEAD_RECKONING
1041,104.10000000000001,0.8630252493110869,0.5342917993835599,10.051636275858922,0.21078380866631197,0.18409142447766835,-0.038297564386087564,-8.25,-37.44,-0.5,9.05047892935422,0,-1567.3257051575827,678.9130168827417,72.17555856852096,-5.269578554591436,5.389647169933756,3.4502705612178426,318.5436436185283,DEAD_RECKONING
1042,104.2,0.0862676684772655,0.4646085275416854,9.706680029006368,-0.01921223122610797,0.04352737283917381,-0.07115390351227484,-8.25,-37.31,-0.56,9.798822153807059,0,-1567.7686971704577,679.6478305255922,72.5567804324657,-5.328693475963906,5.458629418573029,3.5498535218791383,318.89326491013924,DEAD_RECKONING
1043,104.30000000000001,4.178089855338425,-0.9551664537848046,9.476125580968327,0.30259175255577286,0.29330894231776233,-0.03753912148228101,-7.87,-37.37,0.56,9.48496757916577,0,-1568.245793689282,680.3350499694789,72.90250665995298,-5.453748704148012,5.80752838143748,3.5608855781022726,319.0709087943547,DEAD_RECKONING
1044,104.4,0.7025789286452762,-0.06791551133257309,9.790159119868486,0.051251167122365465,0.09020121277384233,-0.022726616174067522,-8.19,-36.81,0.13,9.08653597549245,0,-1568.8135132395187,680.9707846400269,73.2397434008229,-5.346857045692218,5.7811423020922605,3.439929476772337,319.10041537483244,DEAD_RECKONING
1045,104.5,4.377226271530573,-0.1835573661767229,10.433133393719492,0.23628541725821764,0.2695442822349494,-0.023173508701875956,-8.19,-36.75,-1.25,8.673169671116002,0,-1569.3828080263822,681.5666453144447,73.55362105527539,-5.352704122009402,5.839255477710902,3.3984723277153157,319.1587451338826,DEAD_RECKONING
