timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gnss_lat,gnss_lon,gnss_alt,gnss_speed,gnss_bearing,gnss_accuracy,engine_state,ml_speed,heading_deg,pos_e,pos_n,pos_u,nhc_enabled,vnhc_enabled,compass_accepted,map_accepted
1788925787853,-1.8365,2.6028,9.3888,-0.0032,-0.03102,0.00333,-12.73,25.56,-6.43,0.0,0.0,0.0,0.0,0.0,11.3,GNSS_LOCKED,1.43,338.48,-0.27,0.36,1.36,False,False,False,False
1788925787961,-2.0231,2.6937,9.1735,-0.0,0.00945,-0.002,-13.01,25.82,-6.49,0.0,0.0,0.0,0.0,0.0,11.3,GNSS_LOCKED,1.43,338.48,-0.27,0.36,1.35,False,False,False,False
1788925788064,-1.9729,2.7009,9.2094,0.00213,-0.0028,-0.0004,-12.64,25.48,-5.79,0.0,0.0,0.0,0.0,0.0,11.3,GNSS_LOCKED,1.43,338.47,-0.27,0.36,1.35,False,False,False,False
1788925788174,-1.9848,2.6913,9.2237,-0.0,0.00626,0.00013,-12.94,25.37,-6.11,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.45,-0.27,0.36,1.35,False,False,False,False
1788925788280,-1.9968,2.6865,9.2022,-0.00479,0.01105,0.00067,-13.29,25.09,-6.09,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.42,-0.28,0.36,1.35,False,False,False,False
1788925788395,-2.0016,2.7033,9.2094,0.00746,0.01212,0.00759,-12.24,25.5,-6.19,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.34,-0.28,0.36,1.35,False,False,False,False
1788925788503,-1.9825,2.7153,9.1926,0.00639,-0.00333,0.00067,-12.17,25.74,-5.78,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.32,-0.28,0.36,1.34,False,False,False,False
1788925788612,-2.0423,2.677,9.2046,0.0016,0.00146,0.00173,-12.21,25.65,-6.39,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.3,-0.28,0.36,1.34,False,False,False,False
1788925788730,-2.016,2.6818,9.2118,-0.00213,0.00146,-0.00093,-11.68,25.14,-7.18,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.31,-0.28,0.36,1.34,False,False,False,False
1788925788839,-2.0183,2.6818,9.2046,-0.00053,0.00093,-0.00093,-12.53,25.43,-6.69,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.32,-0.28,0.36,1.34,False,False,False,False
1788925788954,-2.0447,2.6674,9.2118,-0.00107,0.00146,0.00013,-12.0,25.2,-6.23,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.33,-0.28,0.36,1.34,False,False,False,False
1788925789064,-2.0255,2.6889,9.1926,-0.00053,-0.00013,0.00067,-12.08,25.26,-6.15,0.0,0.0,0.0,0.0,0.0,11.08,GNSS_LOCKED,1.43,338.32,-0.28,0.35,1.33,False,False,False,False
1788925789176,-2.0303,2.677,9.2094,0.00053,-0.00013,0.00013,-11.98,25.41,-6.15,0.0,0.0,0.0,0.0,0.0,10.98,GNSS_LOCKED,1.43,338.33,-0.28,0.35,1.33,False,False,False,False
1788925789290,-2.0231,2.7224,9.1615,0.00266,0.00146,0.00067,-12.06,25.03,-6.28,0.0,0.0,0.0,0.0,0.0,10.98,GNSS_LOCKED,1.43,338.31,-0.28,0.35,1.33,False,False,False,False
1788925789401,-2.0471,2.6937,9.1974,-0.00107,0.00093,0.00013,-12.11,25.01,-6.26,0.0,0.0,0.0,0.0,0.0,10.98,GNSS_LOCKED,1.43,338.3,-0.28,0.35,1.33,False,False,False,False
