timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gnss_lat,gnss_lon,gnss_alt,gnss_speed,gnss_bearing,gnss_accuracy,engine_state,ml_speed,heading_deg,pos_e,pos_n,pos_u,nhc_enabled,vnhc_enabled,compass_accepted,map_accepted
1788925035653,-1.5517,2.0231,9.2668,0.10905,-0.05313,0.00107,-22.09,23.33,-12.21,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,2.66,224.10,-1893.20,2485.23,-465.88,true,true,false,false
1788925035761,-1.5709,2.0231,9.5109,-0.00067,-0.00519,-0.00107,-21.60,23.72,-12.21,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,2.62,224.50,-1889.74,2489.37,-467.15,true,true,false,false
1788925035873,-1.7001,1.9513,9.5683,-0.09654,0.07044,-0.01491,-22.48,23.70,-11.91,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,2.71,224.91,-1886.41,2493.43,-468.40,true,true,false,false
1788925035978,-1.3029,2.3492,9.0514,0.15273,-0.11065,-0.01385,-22.80,23.74,-12.15,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,2.86,225.37,-1883.97,2496.38,-469.31,true,true,false,false
1788925036089,-1.7336,1.6211,9.5444,-0.36058,0.49320,-0.08948,-22.54,23.16,-11.87,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,5.65,225.61,-1882.67,2498.33,-469.97,true,false,false,false
1788925036201,-3.3571,1.5111,8.9892,-0.22010,1.80104,-0.31305,-21.58,23.29,-12.68,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,10.81,226.20,-1882.23,2499.61,-470.48,true,false,false,false
1788925036314,-3.8501,1.5159,9.2620,0.13036,-0.13515,0.21411,-21.00,22.88,-15.15,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,10.82,225.05,-1881.08,2501.79,-471.27,true,false,false,false
1788925036431,-5.1715,1.7647,8.7069,-0.10186,0.33022,0.24394,-20.89,22.78,-16.88,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,11.02,223.45,-1878.81,2505.57,-472.55,true,false,false,false
1788925036545,-5.7799,2.9713,10.6217,0.86843,-0.48441,1.06390,-18.69,23.48,-19.03,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,10.76,217.82,-1872.38,2514.22,-475.24,true,false,false,false
1788925036658,-1.9442,2.2534,7.9023,0.91424,-1.25125,-1.13527,-18.17,22.86,-22.44,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,12.62,225.86,-1871.98,2514.67,-475.31,true,false,false,false
1788925036772,-1.5757,3.1777,9.9183,-0.28282,-2.73485,0.22689,-21.71,20.49,-23.44,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,12.55,229.45,-1875.07,2507.33,-472.50,true,false,false,false
1788925036891,-0.2160,1.4776,8.1703,-1.38733,-2.10117,-0.79347,-26.63,17.51,-19.33,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,10.74,237.68,-1897.77,2475.50,-462.33,true,false,false,false
1788925037010,2.8487,-1.0122,11.3833,-1.70890,-1.26723,-0.80199,-30.96,14.79,-13.18,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,11.35,244.62,-1920.81,2445.38,-453.01,true,false,false,false
1788925037129,2.1930,1.6211,10.3777,1.17615,-0.18841,-1.25564,-33.47,10.24,-7.82,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,11.15,253.79,-1949.21,2410.58,-442.56,true,false,false,false
1788925037249,2.8247,2.0614,7.5769,1.12076,0.70625,-0.72742,-34.99,5.64,-7.20,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,10.84,256.46,-1966.49,2390.50,-436.65,true,false,false,false
1788925037370,-1.8532,5.7535,6.3745,1.47548,2.44005,-1.30784,-34.56,2.14,-9.98,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,11.54,255.49,-2012.66,2338.30,-421.64,false,false,false,false
1788925037490,-2.1218,6.1460,4.9956,0.34980,-0.80612,-0.09054,-31.76,-3.41,-14.66,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,13.85,258.81,-2014.27,2336.85,-421.30,false,false,false,false
1788925037610,-2.8971,7.1037,7.6726,-0.20093,0.18868,0.30785,-30.88,-6.06,-15.73,0.0000000,0.0000000,0.00,0.00,0.0,999.00,DEAD_RECKONING,11.65,256.58,-1994.01,2362.35,-429.04,false,false,false,false
