timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gnss_lat,gnss_lon,gnss_alt,gnss_speed,gnss_bearing,gnss_accuracy,engine_state,ml_speed,heading_deg,pos_e,pos_n,pos_u,nhc_enabled,vnhc_enabled,compass_accepted,map_accepted
1788930010609,-2.2128,3.1394,10.9741,0.80172,-0.92262,-0.18162,2.87,33.3,-30.58,0.0,0.0,0.0,1.55,338.0,3.79,GNSS_LOCKED,12.68,349.92,-16.6,46.71,-33.15,False,False,False,False
1788930010715,1.0385,3.6921,9.2548,-0.16804,-0.37936,-0.09321,-0.69,32.55,-33.09,0.0,0.0,0.0,1.55,338.0,3.79,GNSS_LOCKED,13.11,351.31,-16.69,46.87,-33.13,False,False,False,False
1788930010828,0.5264,3.8022,7.5021,0.9157,-0.22077,0.11931,-0.84,30.23,-34.41,0.0,0.0,0.0,1.55,338.0,3.79,GNSS_LOCKED,13.31,351.2,-16.77,47.04,-33.12,False,False,False,False
1788930010934,1.2138,5.1093,7.6654,0.53328,-0.55725,-0.0506,-0.84,28.28,-35.4,0.0,0.0,0.0,1.55,338.0,3.79,GNSS_LOCKED,14.4,352.95,-16.86,47.2,-33.11,False,False,False,False
1788930011039,1.3669,5.3133,10.864,-0.05939,0.01465,-0.29134,-3.23,26.33,-37.43,0.0,0.0,0.0,1.39,351.5,3.79,GNSS_LOCKED,12.48,355.29,-16.93,47.38,-33.1,False,False,False,False
1788930011146,1.0582,4.118,11.5699,0.17763,0.13076,-0.30572,-4.63,25.89,-37.16,0.0,0.0,0.0,1.39,351.5,3.79,GNSS_LOCKED,13.85,356.91,-16.99,47.55,-33.09,False,False,False,False
1788930011259,1.2664,4.4082,6.1424,-0.12703,0.15153,-0.12516,-3.51,25.93,-36.13,0.0,0.0,0.0,1.39,351.5,3.79,GNSS_LOCKED,14.42,357.18,-17.04,47.72,-33.06,False,False,False,False
1788930011372,0.4738,5.2582,5.482,0.33209,-0.0988,-0.08788,-2.74,25.26,-36.34,0.0,0.0,0.0,1.39,351.5,3.79,GNSS_LOCKED,14.36,357.81,-17.09,47.89,-33.04,False,False,False,False
1788930011480,0.2656,6.7543,7.718,0.54234,0.25592,-0.18322,-3.83,23.46,-36.75,0.0,0.0,0.0,1.39,351.5,3.79,GNSS_LOCKED,14.36,357.69,-17.14,48.06,-33.03,False,False,False,False
1788930011598,-0.3739,7.3173,7.7061,0.16857,0.54287,0.28482,-3.96,21.86,-37.71,0.0,0.0,0.0,1.39,351.5,3.79,GNSS_LOCKED,14.89,354.4,-17.19,48.22,-33.02,False,False,False,False
