timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gnss_lat,gnss_lon,gnss_alt,gnss_speed,gnss_bearing,gnss_accuracy,engine_state,ml_speed,heading_deg,pos_e,pos_n,pos_u,nhc_enabled,vnhc_enabled,compass_accepted,map_accepted
1788951932046,-0.35,3.3906,8.9462,0.05819,-0.03023,-0.07909,1.44,1.2,-12.88,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,15.84,340.81,-13.22,5.22,-0.84,False,False,False,false
1788951932156,-0.3141,2.4616,9.274,-0.05632,-0.04035,-0.03382,1.31,1.5,-12.84,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,15.84,340.97,-14.54,6.15,-0.87,False,True,False,false
1788951932276,-0.259,2.7703,9.1663,0.02623,-0.00306,-0.00186,2.27,1.59,-12.84,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,15.48,340.97,-15.95,7.23,-0.86,False,True,False,false
1788951932399,0.1531,2.8875,9.3051,0.06724,0.01132,0.05992,1.99,1.43,-12.96,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,14.51,340.64,-17.48,8.52,-0.83,False,False,False,false
1788951932519,-0.2351,2.7033,9.6455,0.02676,0.00226,0.0024,1.88,0.86,-12.11,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,12.72,340.63,-19.15,10.08,-0.77,False,True,False,false
1788951932647,-0.3141,2.9976,9.4702,-0.01744,-0.02437,-0.03222,2.1,0.84,-12.71,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,9.71,340.79,-20.6,10.91,-0.78,False,True,False,false
1788951932774,-0.1609,2.6626,9.6646,-0.09201,-0.03023,-0.04181,1.93,0.83,-11.91,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,8.36,341.01,-21.92,11.19,-0.87,False,True,False,false
1788951932897,-0.0556,2.9019,9.4176,-0.002,-0.00253,-0.00027,2.46,0.17,-11.85,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,8.24,341.01,-23.31,11.55,-0.94,False,True,False,false
1788951933033,-0.1729,2.8564,9.3123,-0.01798,-0.00306,-0.00613,2.06,1.2,-11.93,0.0,0.0,0.0,0.0,0.0,999.0,DEAD_RECKONING,8.24,341.04,-24.75,11.94,-1.02,False,True,False,false
1788951933148,0.0335,2.7559,9.4869,0.00439,0.01558,-0.0008,1.8,0.9,-12.53,0.0,0.0,0.0,0.55,135.2,19.08,REACQUIRING,8.18,308.41,-2.16,2.91,0.19,False,False,False,false
1788951933264,-0.4744,2.787,10.6846,-0.19108,-0.14261,-0.01891,2.34,1.71,-13.14,0.0,0.0,0.0,0.55,135.2,19.08,GNSS_LOCKED,6.78,308.06,-1.39,1.87,0.11,False,False,False,false
1788951933375,-0.5916,3.0861,9.3099,-0.13196,-0.00466,-0.05566,2.16,0.62,-12.9,0.0,0.0,0.0,0.55,135.2,19.08,GNSS_LOCKED,7.36,307.35,-1.0,1.32,0.08,False,False,False,false
1788951933483,0.0359,2.7823,9.2955,-0.02064,-0.0004,0.02157,2.34,0.69,-12.73,0.0,0.0,0.0,0.55,135.2,19.08,GNSS_LOCKED,9.01,306.17,-0.75,0.97,0.06,False,False,False,false
1788951933592,-0.1681,2.8229,9.1735,0.0273,0.00599,-0.01465,1.37,1.16,-12.3,0.0,0.0,0.0,0.55,135.2,19.08,GNSS_LOCKED,4.1,305.27,-0.58,0.74,0.05,False,False,False,false
1788951933701,0.1268,2.7081,9.2429,0.02517,0.00493,0.02743,1.56,1.29,-11.66,0.0,0.0,0.0,0.55,135.2,19.08,GNSS_LOCKED,4.03,304.32,-0.46,0.57,0.04,False,False,False,false
1788951933810,-0.2518,2.8397,9.4511,0.01611,0.00919,-0.00826,1.82,1.07,-12.19,0.0,0.0,0.0,0.55,135.2,19.08,GNSS_LOCKED,3.82,303.61,-0.36,0.44,0.04,False,False,False,false
1788951933922,-0.0796,2.7464,9.4176,-0.10852,-0.08775,-0.04128,1.93,0.53,-11.85,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,4.1,302.73,1.6,-1.13,-1.21,False,False,False,false
1788951934030,0.0479,2.6818,9.1304,0.00599,0.01664,-0.00399,2.03,1.58,-11.7,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,3.86,301.93,3.17,-2.38,-2.22,False,False,False,false
1788951934147,0.0072,2.8516,9.4152,0.01771,0.0225,-0.00399,2.29,1.24,-11.29,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,3.86,301.32,4.45,-3.39,-3.04,False,False,False,false
1788951934254,-0.0389,2.6578,9.3984,0.01611,0.04541,0.02636,1.86,1.63,-11.83,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,6.04,300.6,5.52,-4.23,-3.72,False,False,False,false
1788951934365,-0.1466,2.7464,9.8943,-0.07284,-0.00732,0.03915,1.74,1.61,-12.38,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,7.59,299.91,6.42,-4.95,-4.3,False,False,False,false
1788951934475,-0.2877,2.7511,9.6144,-0.05739,-0.06005,-0.00772,1.44,1.14,-11.83,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,2.89,299.58,7.19,-5.56,-4.8,False,False,False,false
1788951934585,-0.2399,2.7009,9.3218,0.00173,0.0012,0.00879,1.84,0.39,-11.93,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,2.99,299.12,7.87,-6.09,-5.23,False,False,False,false
1788951934692,0.0024,2.7511,9.4606,0.01398,0.00866,0.00559,1.67,1.14,-12.47,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,2.97,298.73,8.46,-6.55,-5.61,False,False,False,false
1788951934798,-0.0532,2.6387,9.3075,-0.04727,-0.03076,-0.03595,1.01,1.59,-12.88,0.0,0.0,0.0,0.36,127.0,16.46,GNSS_LOCKED,2.83,298.64,8.98,-6.96,-5.94,False,False,False,false
1788951934908,-0.0078,2.6985,9.3051,0.0028,-0.00679,-0.01997,1.78,1.22,-12.79,0.0,0.0,0.0,0.35,157.3,14.85,GNSS_LOCKED,3.01,298.26,11.22,-8.9,-7.44,False,False,False,false
1788951935022,0.0598,2.6961,9.2883,-0.04567,-0.05366,-0.00506,1.65,1.43,-11.81,0.0,0.0,0.0,0.35,157.3,14.85,GNSS_LOCKED,2.98,297.93,13.22,-10.64,-8.78,False,False,False,false
1788951935139,-0.0126,2.6339,9.2812,-0.05686,-0.04035,-0.04234,2.25,0.96,-11.27,0.0,0.0,0.0,0.35,157.3,14.85,GNSS_LOCKED,2.89,297.82,15.02,-12.21,-9.98,False,False,False,false
1788951935255,0.1675,2.586,9.2022,0.03262,0.02836,0.01838,2.1,1.24,-11.23,0.0,0.0,0.0,0.35,157.3,14.85,GNSS_LOCKED,2.98,297.35,16.64,-13.63,-11.08,False,False,False,false
1788951935365,-0.0485,2.543,9.3529,0.01185,0.02304,-0.0024,1.74,1.58,-11.63,0.0,0.0,0.0,0.35,157.3,14.85,GNSS_LOCKED,3.01,296.99,18.12,-14.92,-12.07,False,False,False,false
1788951935478,0.0287,2.6291,9.3625,-0.03023,-0.02756,-0.00133,2.04,1.13,-11.51,0.0,0.0,0.0,0.35,157.3,14.85,GNSS_LOCKED,0.9,296.72,19.47,-16.1,-12.98,False,False,False,false
1788951935589,0.0981,2.5358,9.5898,-0.02383,-0.02277,0.01784,2.01,1.56,-11.57,0.0,0.0,0.0,0.35,157.3,14.85,GNSS_LOCKED,1.07,296.34,20.71,-17.19,-13.81,False,False,False,false
1788951935697,-0.0532,2.6459,9.4056,-0.07603,-0.07869,-0.04128,2.23,1.76,-11.49,0.0,0.0,0.0,0.35,157.3,14.85,GNSS_LOCKED,1.11,296.36,21.85,-18.18,-14.58,False,False,False,false
